"ID","name","age","Sex","Civil Status","Having Degree","JOB ROLE","Department","Work From","Work To","Tenure(Years)","Salary(Rs)","Bonus","Claims","Worked Prject","NoOfLeaves","Distance(km)","NonSchoolGoingDep","NoOfChildren","NoOfComplaints","Reason to Leave","Churn"
"E002503","H.I.M.B.De Silva","21","Female","Single","No","Sales Executive","Financial","1982-03-25","2014-08-08","32","31500.0","746","6071","Interplan","2","83.266","2","0","5","Personal Reason","1"
"E002504","B.Silva","30","Male","Single","No","Software Engineering Intern","Software","1995-11-10","2003-10-25","8","26700.0","421","4390","Incident Management System","3","43.175","1","0","2","","0"
"E002505","V.R.L.Silva","33","Male","Married","Yes","Finance Manager","Financial","1996-09-13","2013-02-21","17","120700.0","21229","4199","Covance","7","72.321","2","5","0","","0"
"E002506","F.N.V.A.Hettiarachchi","32","Female","Married","No","Sales Executive","Financial","1989-10-07","1999-06-16","10","31500.0","632","2731","Incident Management System","18","99.666","3","2","1","Lack of benefits","1"
"E002507","G.Silva","43","Male","Single","No","Software Engineering Intern","Software","1999-11-30","2007-01-01","8","26700.0","313","8404","Telemar","14","96.31","2","0","8","Personal Reason","1"
"E002508","H.Z.Jayawardena","40","Female","Single","No","Sales Executive","Financial","1979-02-20","2001-10-30","22","31500.0","680","1410","Hazard Management System","5","67.035","2","0","3","Travelling Problem","1"
"E002509","X.P.X.Musammil","49","Male","Married","No","Software Tester","Software","1984-08-22","1990-05-12","6","20500.0","490","6680","Interplan","5","64.478","4","0","3","","0"
"E002510","O.P.F.P.Z.Karunasena","39","Female","Married","Yes","Assistant Accountant","Financial","1997-01-24","2009-05-21","12","67500.0","1550","9637","Risk Management System","19","30.411","1","3","2","Lack of benefits","1"
"E002511","S.S.Perera","50","Female","Married","Yes","QA Mananger","QA","2003-03-15","2008-08-08","5","82600.0","7850","5860","Covance","15","86.153","2","1","1","Lack of benefits","1"
"E002512","W.V.Z.Sarathchandra","26","Female","Single","No","IT Officer - Intern","IT","1977-01-07","1994-04-14","17","25400.0","400","8830","Incident Management System","15","94.354","0","0","5","Travelling Problem","1"
"E002513","R.I.M.Sirisena","47","Male","Single","Yes","Software Engineer","IT","1990-02-02","1991-11-30","1","88550.0","7827","5022","Hazard Management System","19","61.587","0","0","3","","0"
"E002514","L.P.O.Rodrigo","36","Female","Single","Yes","Tech Lead","Software","1979-07-03","2007-11-18","28","75000.0","6057","7959","New York Life","7","57.442","0","0","4","Travelling Problem","1"
"E002515","R.L.F.Bandaranayake","46","Female","Single","Yes","IT Project Leader","IT","1999-04-08","2001-02-17","2","78300.0","3694","1773","Incident Management System","9","23.721","2","0","3","Travelling Problem","1"
"E002516","E.N.Z.J.Fernando","40","Female","Married","Yes","Finance Manager","Financial","2009-07-30","2014-01-06","5","120700.0","21908","8864","New York Life","12","22.354","3","1","2","Lack of benefits","1"
"E002517","J.F.Rajapaksha","24","Male","Single","No","IT Trainee","IT","2005-02-13","2011-10-04","6","20500.0","249","5292","CAT Migration","3","35.439","1","0","1","Left the country","1"
"E002518","S.Jayasuriya","25","Female","Married","No","Software Engineering Intern","Software","1986-10-31","1988-09-29","2","26700.0","409","2028","Incident Management System","1","55.773","1","5","3","Travelling Problem","1"
"E002519","S.Seram","33","Female","Married","No","","","1993-05-11","2001-12-07","8","0.0","0","7469","Telemar","13","73.949","3","3","1","Lack of benefits","1"
"E002520","W.S.A.Samararathna","21","Female","Single","Yes","System Analyst","Planning","1972-09-11","1989-07-24","17","91250.0","13455","2351","Trico","13","64.241","0","0","5","Personal Reason","1"
"E002521","V.Senarathna","31","Male","Single","No","Software Engineering Intern","Software","1974-10-15","1978-12-10","4","26700.0","362","9269","Trico","10","90.02","2","0","3","","0"
"E002522","V.P.T.Pathirana","30","Male","Married","No","Software Engineering Intern","Software","2009-09-10","2014-09-21","5","26700.0","501","5564","Hazard Management System","0","77.943","0","0","0","","0"
"E002523","N.K.F.Darwin","42","Female","Married","No","IT Trainee","IT","2004-04-29","2012-09-06","8","20500.0","386","8343","Covance","15","20.123","3","3","3","Lack of benefits","1"
"E002524","J.O.K.Kodithuwakku","45","Female","Single","No","Developer Intern","Software","1978-10-01","1983-11-15","5","27600.0","468","7206","Ethna","10","26.929","0","0","3","Travelling Problem","1"
"E002525","J.U.U.Kapugedara","42","Female","Single","No","Developer Intern","Software","2007-05-22","2014-01-19","7","27600.0","351","5052","CAT Migration","1","85.55","1","0","4","Travelling Problem","1"
"E002526","C.Kapugedara","46","Female","Single","Yes","System Analyst","Planning","2000-01-20","2007-02-28","7","91250.0","12278","1709","Telemar","0","17.302","0","0","3","Travelling Problem","1"
"E002527","H.G.Hettiarachchi","23","Male","Single","Yes","QA Mananger","QA","1998-01-12","2003-09-28","5","82600.0","6396","2375","Trico","13","65.15","1","0","3","","0"
"E002528","V.A.Arafat","24","Female","Married","Yes","QA Mananger","QA","2007-05-09","2011-09-10","4","82600.0","4813","8103","Trico","8","84.024","2","3","3","Travelling Problem","1"
"E002529","N.K.Pathirana","42","Male","Single","No","IT Officer - Intern","IT","1978-07-25","2005-04-23","27","25400.0","361","8404","Btaf","12","98.4","1","0","7","Personal Reason","1"
"E002530","X.G.N.Anand","36","Female","Single","Yes","IT App Man","IT","1982-03-30","1999-06-26","17","53000.0","1719","5988","Claim Administration System Migration","7","41.737","1","0","3","Travelling Problem","1"
"E002531","I.K.C.Bandaranayake","44","Female","Single","No","Developer Intern","Software","2004-05-13","2008-01-01","4","27600.0","310","9375","New York Life","11","23.314","0","0","5","Travelling Problem","1"
"E002532","F.G.R.P.Sirisena","20","Female","Married","No","Sales Executive","Financial","1987-09-16","2013-05-30","26","31500.0","760","2419","Interplan","12","88.814","4","1","1","","0"
"E002533","P.Y.Motha","27","Male","Single","No","IT Trainee","IT","1977-01-23","2007-09-06","30","20500.0","202","7169","Ethna","20","51.601","1","0","2","Left the country","1"
"E002534","H.U.G.Anand","39","Female","Married","No","Sales Executive","Financial","1994-08-03","1997-01-02","3","31500.0","584","9133","Incident Management System","0","13.629","1","4","3","Lack of benefits","1"
"E002535","Y.Pathirana","42","Female","Married","No","IT Officer - Intern","IT","1984-02-01","2007-09-17","23","25400.0","320","7772","New York Life","20","25.854","2","5","3","Lack of benefits","1"
"E002536","W.P.Zoysa","28","Female","Married","No","Junior Business Analyst","Financial","1972-02-19","1974-07-21","2","22500.0","368","7264","Interplan","1","18.559","0","0","5","Salary Problem","1"
"E002537","E.F.Madasekera","47","Male","Single","No","Developer Intern","Software","2001-01-27","2005-04-30","4","27600.0","361","8803","Covance","19","64.687","2","0","5","Personal Reason","1"
"E002538","W.U.V.Soertsz","48","Female","Single","No","Software Tester","Software","1980-10-16","1994-08-20","14","20500.0","291","4822","Btaf","3","60.093","2","0","3","Travelling Problem","1"
"E002539","Q.G.Samarasinghe","43","Male","Single","No","IT Trainee","IT","2002-05-13","2009-02-25","7","20500.0","260","3357","Ethna","3","36.191","0","0","1","Personal Reason","1"
"E002540","K.Daniel","39","Female","Married","No","Sales Executive","Financial","1976-01-16","2006-01-25","30","31500.0","605","8490","Claim Administration System Migration","16","64.885","3","0","2","Lack of benefits","1"
"E002541","T.C.Wickramasinghe","28","Male","Married","No","Software Engineering Intern","Software","1984-09-02","1992-05-24","8","26700.0","542","8992","Claim Administration System Migration","1","57.614","3","3","5","Low salary and Lack of benefits","1"
"E002542","U.U.Samarasinghe","33","Male","Married","Yes","IT Manager","IT","1980-09-30","2009-01-05","29","73500.0","4777","2862","Covance","20","49.862","3","4","5","Personal Reason","1"
"E002543","Z.X.Rodrigo","22","Female","Single","Yes","System Admin","IT","1983-06-30","1999-09-05","16","58700.0","4325","7904","Risk Management System","5","12.379","0","0","1","","0"
"E002544","S.Q.U.Mendis","36","Female","Married","Yes","","","1989-08-13","2002-11-28","13","0.0","0","4503","Hazard Management System","18","58.269","1","1","2","Lack of benefits","1"
"E002545","W.Jayawardena","42","Female","Single","No","","","1976-07-08","1998-12-28","22","0.0","0","2102","Hazard Management System","8","2.361","2","0","0","","0"
"E002546","N.O.U.Rajakaruna","25","Male","Married","No","Sales Executive","Financial","1987-11-17","1990-03-20","3","31500.0","656","2784","Btaf","5","81.115","4","4","0","","0"
"E002547","R.Kapugedara","38","Female","Single","No","Software Engineering Intern","Software","1980-01-17","2007-06-13","27","26700.0","366","8593","Btaf","20","58.973","0","0","5","Travelling Problem","1"
"E002548","E.I.D.W.George","38","Female","Single","No","IT","IT","1971-10-18","2007-03-17","36","20500.0","459","8404","Covance","19","51.785","0","0","4","Travelling Problem","1"
"E002549","Z.W.D.Darwin","50","Female","Single","No","","","1998-02-16","2014-04-08","16","0.0","0","9542","New York Life","5","23.367","0","0","4","Travelling Problem","1"
"E002550","Y.Abdulla","48","Female","Married","No","Sales Executive","Financial","1985-04-08","1994-12-31","9","31500.0","675","3747","Ethna","8","20.049","5","3","3","Lack of benefits","1"
"E002551","P.S.Bandaranayake","50","Male","Single","No","Junior Designer","Software","1991-08-28","1995-04-03","4","30600.0","653","9034","Incident Management System","1","68.03","0","0","3","","0"
"E002552","V.W.Arafat","49","Female","Married","Yes","Software Engineer","IT","1995-01-14","2014-05-28","19","88550.0","9049","6233","Claim Administration System Migration","13","19.56","1","0","3","Travelling Problem","1"
"E002553","C.G.Rayen","23","Female","Single","Yes","Software Architecturer","Planning","1980-09-12","1989-01-20","9","80400.0","8326","5096","Telemar","18","52.47","2","0","3","","0"
"E002554","T.T.V.Musammil","37","Female","Single","No","IT Officer - Intern","IT","1995-10-05","1999-06-05","4","25400.0","312","7860","Claim Administration System Migration","20","29.937","0","0","4","Travelling Problem","1"
"E002555","Q.Hettiarachchi","44","Female","Single","No","IT Trainee","IT","1974-04-12","2011-08-28","37","20500.0","331","9881","Ethna","9","17.445","0","0","4","Travelling Problem","1"
"E002556","E.M.D.Zoysa","47","Female","Single","Yes","Accountant","Financial","1976-06-28","1983-11-30","7","90700.0","13257","4408","Hazard Management System","1","51.829","2","0","3","Travelling Problem","1"
"E002557","E.Y.S.R.Madasekera","24","Female","Married","No","Junior Designer","Software","1995-01-15","2007-05-29","12","30600.0","539","5289","Trico","7","26.974","3","2","5","Travelling Problem","1"
"E002558","S.M.Rajakaruna","28","Female","Single","No","Software Tester","Software","1985-01-24","1986-01-12","1","20500.0","492","9842","Interplan","18","64.509","1","0","5","Travelling Problem","1"
"E002559","R.K.B.V.Darwin","24","Female","Single","Yes","Finance Manager","Financial","2006-01-30","2012-11-12","6","120700.0","22763","6244","Risk Management System","16","43.435","0","0","4","Travelling Problem","1"
"E002560","J.Y.I.De Souza","46","Female","Single","No","IT","IT","1990-01-27","2000-08-16","10","20500.0","540","2269","Claim Administration System Migration","4","21.575","1","0","4","Travelling Problem","1"
"E002561","H.U.C.Premasiri","23","Female","Married","No","Software Engineering Intern","Software","2006-07-20","2010-10-20","4","26700.0","545","6748","CAT Migration","14","86.663","1","2","5","Personal Reason","1"
"E002562","U.Z.L.V.Rajapaksha","28","Male","Single","No","Sales Executive","Financial","1992-12-12","1993-07-11","1","31500.0","743","6126","CAT Migration","16","39.378","2","0","3","Personal Reason","1"
"E002563","A.T.Rajakaruna","34","Female","Married","Yes","Tech Lead","Software","1986-04-13","2009-06-25","23","75000.0","5276","3536","CAT Migration","18","41.813","5","3","1","Lack of benefits","1"
"E002564","E.N.Jayasuriya","45","Male","Single","No","IT Trainee","IT","1996-08-13","2010-07-21","14","20500.0","200","5308","Incident Management System","11","65.605","1","0","8","Personal Reason","1"
"E002565","X.G.D.Y.R.Gunarathna","46","Female","Single","Yes","IT App Man","IT","2002-03-02","2013-12-25","11","53000.0","4536","5666","Trico","11","80.625","2","0","3","Travelling Problem","1"
"E002566","Q.Seram","28","Female","Single","Yes","System Analyst","Planning","1994-10-30","2012-07-24","18","91250.0","6544","9306","Hazard Management System","16","56.409","1","0","5","Travelling Problem","1"
"E002567","G.A.P.Abdulla","44","Female","Single","Yes","Finance Manager","Financial","1987-06-13","1992-04-03","5","120700.0","23948","3501","Covance","18","31.647","1","0","5","Travelling Problem","1"
"E002568","X.Samararathna","23","Male","Single","No","IT","IT","1984-11-13","2002-04-01","18","20500.0","468","8323","New York Life","6","85.065","1","0","0","Left the country","1"
"E002569","G.Abdulla","41","Male","Single","No","Junior Business Analyst","Financial","1975-06-30","1983-06-20","8","22500.0","248","3813","Hazard Management System","12","84.863","2","0","0","","0"
"E002570","I.P.P.Arafat","34","Female","Single","Yes","Tech Lead","Software","1974-12-08","1982-09-19","8","75000.0","1504","8273","Claim Administration System Migration","16","81.719","0","0","4","Travelling Problem","1"
"E002571","B.Bandaranayake","31","Female","Single","No","","","1989-09-26","1996-02-24","7","0.0","0","4665","Covance","11","4.966","0","0","7","Personal Reason","1"
"E002572","G.Y.Gunawardene","49","Male","Single","Yes","","","2001-06-03","2002-08-08","1","0.0","0","3194","Btaf","7","79.783","0","0","2","","0"
"E002573","Z.O.Warnapura","29","Female","Married","Yes","IT Project Leader","IT","1995-09-29","2012-10-11","17","78300.0","4711","2629","Interplan","3","31.611","0","3","1","Lack of benefits","1"
"E002574","O.A.W.Abdulla","27","Female","Single","No","IT Officer - Intern","IT","2001-10-16","2009-09-24","8","25400.0","301","7607","Incident Management System","13","78.335","0","0","4","Travelling Problem","1"
"E002575","X.A.K.D.T.Jayawardena","20","Male","Single","No","Software Engineering Intern","Software","2006-12-03","2011-12-17","5","26700.0","547","6278","Telemar","1","95.833","2","0","3","","0"
"E002576","C.Darwin","34","Female","Single","Yes","IT App Man","IT","1994-11-07","2012-12-23","18","53000.0","4142","7175","Btaf","7","26.951","1","0","5","Travelling Problem","1"
"E002577","R.P.S.Anand","39","Female","Single","No","Junior Designer","Software","2002-10-08","2010-04-03","8","30600.0","496","3292","Ethna","12","35.078","2","0","5","Travelling Problem","1"
"E002578","T.X.Seram","34","Female","Single","Yes","Tech Lead","Software","1992-10-06","1993-10-16","1","75000.0","6146","2794","Hazard Management System","19","77.15","0","0","5","Travelling Problem","1"
